	transcript_name	classification_level	full_classification	classification	max_pid	ambiguous
0	KHMBKGOM_03041	class	Hacrobia; Haptophyta; Pavlovophyceae; Pavlovales	Pavlovales	60.1	0
0	KHMBKGOM_03042	class	Archaeplastida; Glaucophyta; Glaucocystophyceae; Glaucocystophytes	Glaucocystophytes	115.2	0
0	KHMBKGOM_03043	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	69.7	0
0	KHMBKGOM_03044	class	Alveolata; Dinoflagellata; Dinophyceae; Suessiales	Suessiales	388.3	0
0	KHMBKGOM_03046	class	Stramenopiles; Ochrophyta; Dictyochophyceae; Dictyochophyceae_X	Dictyochophyceae_X	63.2	0
0	KHMBKGOM_03054	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	86.7	0
0	KHMBKGOM_03058	division	Archaeplastida; Chlorophyta	Chlorophyta	256.1	1
0	KHMBKGOM_03059	class	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X	Raphidophyceae_X	60.8	0
0	KHMBKGOM_03060	class	Archaeplastida; Chlorophyta; Pyramimonadales; Pyramimonadales_X	Pyramimonadales_X	57.0	0
0	KHMBKGOM_03061	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	173.3	0
0	KHMBKGOM_03064	class	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X	Raphidophyceae_X	79.7	0
0	KHMBKGOM_03065	order	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X; Raphidophyceae_XX	Raphidophyceae_XX	185.3	0
0	KHMBKGOM_03068	class	Stramenopiles; Ochrophyta; Dictyochophyceae; Dictyochophyceae_X	Dictyochophyceae_X	139.8	0
0	KHMBKGOM_03078	class	Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales	Mamiellales	251.5	0
0	KHMBKGOM_03080	order	Opisthokonta; Choanoflagellida; Choanoflagellatea; Acanthoecida; Acanthoecida_X	Acanthoecida_X	60.5	0
0	KHMBKGOM_03085	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	198.4	0
0	KHMBKGOM_03086	division	Alveolata; Dinoflagellata; Dinophyceae	Dinophyceae	84.0	0
0	KHMBKGOM_03087	class	Archaeplastida; Chlorophyta; Chlorophyceae; Chlamydomonadales	Chlamydomonadales	272.7	0
0	KHMBKGOM_03089	supergroup	Stramenopiles	Stramenopiles	203.8	1
0	KHMBKGOM_03096	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	101.7	0
0	KHMBKGOM_03099	class	Rhizaria; Cercozoa; Chlorarachniophyceae; Chlorarachnida	Chlorarachnida	188.3	0
0	KHMBKGOM_03101	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	201.4	0
0	KHMBKGOM_03102	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	127.9	0
0	KHMBKGOM_03106	class	Amoebozoa; Discosea; Discosea_X; Discosea_XX	Discosea_XX	88.6	0
0	KHMBKGOM_03114	order	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X; Raphidophyceae_XX	Raphidophyceae_XX	62.8	0
0	KHMBKGOM_03115	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	689.9	0
0	KHMBKGOM_03116	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	478.0	0
0	KHMBKGOM_03117	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	63.5	0
0	KHMBKGOM_03118	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	350.9	0
0	KHMBKGOM_03120	order	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X; Raphidophyceae_XX	Raphidophyceae_XX	110.2	0
0	KHMBKGOM_03121	division	Alveolata; Ciliophora; Ciliophora_X	Ciliophora_X	59.7	0
0	KHMBKGOM_03122	family	Archaeplastida; Chlorophyta; Trebouxiophyceae; Chlorellales; Chlorellales_X; Picochlorum	Picochlorum	791.6	0
0	KHMBKGOM_03128	class	Archaeplastida; Chlorophyta; Nephroselmidophyceae; Nephroselmidales	Nephroselmidales	301.6	0
0	KHMBKGOM_03129	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	336.7	0
0	KHMBKGOM_03132	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	137.1	0
0	KHMBKGOM_03133	order	Stramenopiles; Ochrophyta; Dictyochophyceae; Dictyochophyceae_X; Pedinellales	Pedinellales	135.6	0
0	KHMBKGOM_03134	class	Stramenopiles; Sagenista; Labyrinthulomycetes; Labyrinthulales	Labyrinthulales	134.0	0
0	KHMBKGOM_03140	order	Archaeplastida; Glaucophyta; Glaucocystophyceae; Glaucocystophytes; Glaucocystophytes_X	Glaucocystophytes_X	776.5	0
0	KHMBKGOM_03142	class	Archaeplastida; Chlorophyta; Chloropicophyceae; Chloropicales	Chloropicales	82.4	0
0	KHMBKGOM_03143	class	Archaeplastida; Chlorophyta; Pyramimonadales; Pyramimonadales_X	Pyramimonadales_X	228.4	0
0	KHMBKGOM_03144	class	Amoebozoa; Lobosa; Lobosa_X; Trichosida	Trichosida	344.0	0
0	KHMBKGOM_03145	class	Hacrobia; Haptophyta; Pavlovophyceae; Pavlovales	Pavlovales	97.8	0
0	KHMBKGOM_03147	class	Archaeplastida; Chlorophyta; Chlorodendrophyceae; Chlorodendrales	Chlorodendrales	89.7	0
0	KHMBKGOM_03153	genus	Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae; Symbiodinium; Symbiodinium sp.	Symbiodinium sp.	270.4	0
0	KHMBKGOM_03156	genus	Opisthokonta; Choanoflagellida; Choanoflagellatea; Acanthoecida; Acanthoecida_X; Acanthoecida_XX; Acanthoeca-like sp.	Acanthoeca-like sp.	97.1	0
0	KHMBKGOM_03157	class	Archaeplastida; Chlorophyta; Pyramimonadales; Pyramimonadales_X	Pyramimonadales_X	164.9	0
0	KHMBKGOM_03159	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	337.4	0
0	KHMBKGOM_03163	class	Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales	Prymnesiales	379.8	0
0	KHMBKGOM_03170	class	Archaeplastida; Chlorophyta; Chlorophyceae; Chlamydomonadales	Chlamydomonadales	118.6	0
0	KHMBKGOM_03171	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	123.6	0
0	KHMBKGOM_03173	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	404.8	0
0	KHMBKGOM_03175	class	Archaeplastida; Chlorophyta; Trebouxiophyceae; Prasiolales	Prasiolales	189.9	0
0	KHMBKGOM_03177	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	167.9	0
0	KHMBKGOM_03178	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	64.7	0
0	KHMBKGOM_03179	class	Archaeplastida; Chlorophyta; Mamiellophyceae; Dolichomastigales	Dolichomastigales	141.0	0
0	KHMBKGOM_03181	class	Archaeplastida; Chlorophyta; Nephroselmidophyceae; Nephroselmidales	Nephroselmidales	260.0	0
0	KHMBKGOM_03189	class	Hacrobia; Cryptophyta; Cryptophyceae; Cryptomonadales	Cryptomonadales	183.0	0
0	KHMBKGOM_03190	division	Archaeplastida; Glaucophyta; Glaucocystophyceae	Glaucocystophyceae	95.5	0
0	KHMBKGOM_03194	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	102.4	0
0	KHMBKGOM_03195	class	Alveolata; Ciliophora; Spirotrichea; Euplotia	Euplotia	115.9	0
0	KHMBKGOM_03196	class	Stramenopiles; Ochrophyta; Pinguiophyceae; Pinguiochrysidales	Pinguiochrysidales	127.9	0
0	KHMBKGOM_03197	class	Opisthokonta; Choanoflagellida; Choanoflagellatea; Acanthoecida	Acanthoecida	106.7	0
0	KHMBKGOM_03199	class	Excavata; Discoba; Heterolobosea; Heterolobosea_X	Heterolobosea_X	183.0	0
0	KHMBKGOM_03201	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	213.0	0
0	KHMBKGOM_03205	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	142.9	0
0	KHMBKGOM_03207	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	95.1	0
0	KHMBKGOM_03209	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	125.9	0
0	KHMBKGOM_03214	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	360.9	0
0	KHMBKGOM_03215	class	Archaeplastida; Chlorophyta; Chloropicophyceae; Chloropicales	Chloropicales	110.9	0
0	KHMBKGOM_03216	class	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X	Raphidophyceae_X	117.1	0
0	KHMBKGOM_03219	class	Excavata; Discoba; Euglenozoa; Kinetoplastida	Kinetoplastida	253.4	0
0	KHMBKGOM_03220	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	184.9	0
0	KHMBKGOM_03221	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	95.1	0
0	KHMBKGOM_03223	class	Opisthokonta; Choanoflagellida; Choanoflagellatea; Acanthoecida	Acanthoecida	118.6	0
0	KHMBKGOM_03225	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	146.4	0
0	KHMBKGOM_03226	order	Archaeplastida; Glaucophyta; Glaucocystophyceae; Glaucocystophytes; Glaucocystophytes_X	Glaucocystophytes_X	670.6	0
0	KHMBKGOM_03227	class	Alveolata; Ciliophora; Ciliophora_X; Ciliophora_XX	Ciliophora_XX	780.0	0
0	KHMBKGOM_03228	class	Stramenopiles; Ochrophyta; Dictyochophyceae; Dictyochophyceae_X	Dictyochophyceae_X	57.4	0
0	KHMBKGOM_03229	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	82.8	0
0	KHMBKGOM_03231	class	Alveolata; Ciliophora; Ciliophora_X; Ciliophora_XX	Ciliophora_XX	226.1	0
0	KHMBKGOM_03232	class	Excavata; Discoba; Euglenozoa; Euglenida	Euglenida	132.9	0
0	KHMBKGOM_03233	class	Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales	Gonyaulacales	215.7	0
0	KHMBKGOM_03234	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	360.1	0
0	KHMBKGOM_03236	class	Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales	Mamiellales	109.0	0
0	KHMBKGOM_03237	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Radial-centric-basal-Coscinodiscophyceae	Radial-centric-basal-Coscinodiscophyceae	195.7	0
0	KHMBKGOM_03239	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	80.5	0
0	KHMBKGOM_03241	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	217.2	0
0	KHMBKGOM_03242	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	94.7	0
0	KHMBKGOM_03244	division	Hacrobia; Haptophyta; Pavlovophyceae	Pavlovophyceae	86.3	0
0	KHMBKGOM_03245	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	216.5	0
0	KHMBKGOM_03247	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Araphid-pennate	Araphid-pennate	85.9	0
0	KHMBKGOM_03254	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	102.1	0
0	KHMBKGOM_03255	class	Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X	Chrysophyceae_X	91.7	0
0	KHMBKGOM_03258	class	Stramenopiles; Ochrophyta; Dictyochophyceae; Dictyochophyceae_X	Dictyochophyceae_X	120.9	0
0	KHMBKGOM_03261	class	Archaeplastida; Chlorophyta; Nephroselmidophyceae; Nephroselmidales	Nephroselmidales	157.9	0
0	KHMBKGOM_03264	class	Alveolata; Dinoflagellata; Dinophyceae; Suessiales	Suessiales	171.8	0
0	KHMBKGOM_03265	class	Hacrobia; Hacrobia_X; Hacrobia_XX; Hacrobia_XXX	Hacrobia_XXX	265.0	0
0	KHMBKGOM_03266	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	565.5	0
0	KHMBKGOM_03268	division	Rhizaria; Cercozoa; Chlorarachniophyceae	Chlorarachniophyceae	152.5	0
0	KHMBKGOM_03269	division	Alveolata; Dinoflagellata; Dinophyceae	Dinophyceae	78.2	0
0	KHMBKGOM_03280	class	Archaeplastida; Chlorophyta; Pyramimonadales; Pyramimonadales_X	Pyramimonadales_X	57.4	0
0	KHMBKGOM_03283	class	Archaeplastida; Rhodophyta; Stylonematophyceae; Porphyridiales-2	Porphyridiales-2	224.9	0
0	KHMBKGOM_03285	order	Archaeplastida; Chlorophyta; Nephroselmidophyceae; Nephroselmidales; Nephroselmidales_X	Nephroselmidales_X	221.1	0
0	KHMBKGOM_03288	class	Archaeplastida; Chlorophyta; Chloropicophyceae; Chloropicales	Chloropicales	89.7	0
0	KHMBKGOM_03289	class	Stramenopiles; Ochrophyta; Pelagophyceae; Sarcinochrysidales	Sarcinochrysidales	79.3	0
0	KHMBKGOM_03293	class	Alveolata; Dinoflagellata; Dinophyceae; Peridiniales	Peridiniales	365.2	0
0	KHMBKGOM_03294	class	Alveolata; Dinoflagellata; Dinophyceae; Gonyaulacales	Gonyaulacales	131.7	0
0	KHMBKGOM_03295	class	Archaeplastida; Chlorophyta; Picocystophyceae; Picocystales	Picocystales	206.1	0
0	KHMBKGOM_03296	class	Stramenopiles; Ochrophyta; Dictyochophyceae; Dictyochophyceae_X	Dictyochophyceae_X	132.1	0
0	KHMBKGOM_03297	genus	Archaeplastida; Chlorophyta; Chlorodendrophyceae; Chlorodendrales; Chlorodendraceae; Tetraselmis; Tetraselmis astigmatica	Tetraselmis astigmatica	167.9	0
0	KHMBKGOM_03299	class	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X	Raphidophyceae_X	75.1	0
0	KHMBKGOM_03300	class	Archaeplastida; Glaucophyta; Glaucocystophyceae; Glaucocystophytes	Glaucocystophytes	182.6	0
0	KHMBKGOM_03301	order	Archaeplastida; Glaucophyta; Glaucocystophyceae; Glaucocystophytes; Glaucocystophytes_X	Glaucocystophytes_X	102.1	0
0	KHMBKGOM_03308	class	Alveolata; Ciliophora; Ciliophora_X; Ciliophora_XX	Ciliophora_XX	92.4	0
0	KHMBKGOM_03310	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	142.5	0
0	KHMBKGOM_03311	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	294.3	0
0	KHMBKGOM_03312	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	204.1	0
0	KHMBKGOM_03313	genus	Hacrobia; Cryptophyta; Cryptophyceae; Cryptomonadales; Cryptomonadales_X; Rhodomonas; Rhodomonas sp.	Rhodomonas sp.	117.1	0
0	KHMBKGOM_03314	family	Hacrobia; Cryptophyta; Cryptophyceae; Cryptomonadales; Cryptomonadales_X; Rhodomonas	Rhodomonas	63.5	0
0	KHMBKGOM_03315	order	Archaeplastida; Chlorophyta; Trebouxiophyceae; Chlorellales; Chlorellales_X	Chlorellales_X	137.9	0
0	KHMBKGOM_03317	class	Alveolata; Dinoflagellata; Dinophyceae; Gymnodiniales	Gymnodiniales	60.5	0
0	KHMBKGOM_03319	class	Rhizaria; Cercozoa; Chlorarachniophyceae; Chlorarachnida	Chlorarachnida	164.1	0
0	KHMBKGOM_03320	division	Alveolata; Dinoflagellata; Dinophyceae	Dinophyceae	116.7	0
0	KHMBKGOM_03321	class	Archaeplastida; Chlorophyta; Chloropicophyceae; Chloropicales	Chloropicales	192.2	0
0	KHMBKGOM_03324	division	Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	130.6	0
0	KHMBKGOM_03325	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	81.3	0
0	KHMBKGOM_03327	class	Stramenopiles; Sagenista; Labyrinthulomycetes; Labyrinthulales	Labyrinthulales	197.2	0
0	KHMBKGOM_03328	division	Stramenopiles; Sagenista; Labyrinthulomycetes	Labyrinthulomycetes	144.4	0
0	KHMBKGOM_03334	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	207.2	0
0	KHMBKGOM_03335	class	Archaeplastida; Chlorophyta; Chlorophyceae; Chlamydomonadales	Chlamydomonadales	229.6	0
0	KHMBKGOM_03336	order	Archaeplastida; Chlorophyta; Chlorophyceae; Chlamydomonadales; Chlamydomonadales_X	Chlamydomonadales_X	459.9	0
0	KHMBKGOM_03337	class	Archaeplastida; Chlorophyta; Palmophyllophyceae; Prasinococcales	Prasinococcales	123.6	0
0	KHMBKGOM_03339	class	Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales	Mamiellales	168.3	0
0	KHMBKGOM_03340	division	Amoebozoa; Lobosa; Lobosa_X	Lobosa_X	125.2	0
0	KHMBKGOM_03341	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	67.8	0
0	KHMBKGOM_03342	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	176.0	0
0	KHMBKGOM_03345	class	Archaeplastida; Rhodophyta; Rhodellophyceae; Rhodellales	Rhodellales	61.2	0
0	KHMBKGOM_03349	division	Amoebozoa; Discosea; Discosea_X	Discosea_X	86.3	0
0	KHMBKGOM_03353	class	Hacrobia; Haptophyta; Prymnesiophyceae; Coccolithales	Coccolithales	157.5	0
0	KHMBKGOM_03359	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	112.8	0
0	KHMBKGOM_03360	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	125.9	0
0	KHMBKGOM_03361	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	100.5	0
0	KHMBKGOM_03363	class	Rhizaria; Cercozoa; Chlorarachniophyceae; Chlorarachnida	Chlorarachnida	260.0	0
0	KHMBKGOM_03364	class	Amoebozoa; Lobosa; Lobosa_X; Stygamoebida	Stygamoebida	193.0	0
0	KHMBKGOM_03365	family	Alveolata; Ciliophora; Spirotrichea; Tintinnida; Favellidae; Favella	Favella	141.0	0
0	KHMBKGOM_03371	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	147.1	0
0	KHMBKGOM_03372	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	100.1	0
0	KHMBKGOM_03382	class	Alveolata; Ciliophora; Spirotrichea; Tintinnida	Tintinnida	73.6	0
0	KHMBKGOM_03387	class	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X	Raphidophyceae_X	348.2	0
0	KHMBKGOM_03388	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	101.7	0
0	KHMBKGOM_03392	order	Archaeplastida; Chlorophyta; Nephroselmidophyceae; Nephroselmidales; Nephroselmidales_X	Nephroselmidales_X	67.0	0
0	KHMBKGOM_03398	class	Alveolata; Dinoflagellata; Dinophyceae; Peridiniales	Peridiniales	64.3	0
0	KHMBKGOM_03415	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	433.0	0
0	KHMBKGOM_03416	class	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X	Raphidophyceae_X	157.1	0
0	KHMBKGOM_03421	class	Stramenopiles; Ochrophyta; Dictyochophyceae; Dictyochophyceae_X	Dictyochophyceae_X	60.1	0
0	KHMBKGOM_03422	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	65.5	0
0	KHMBKGOM_03424	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	169.5	0
0	KHMBKGOM_03426	order	Alveolata; Ciliophora; Ciliophora_X; Ciliophora_XX; Ciliophora_XXX	Ciliophora_XXX	102.8	0
0	KHMBKGOM_03427	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	367.5	0
0	KHMBKGOM_03430	division	Stramenopiles; Ochrophyta; Pinguiophyceae	Pinguiophyceae	161.4	0
0	KHMBKGOM_03431	class	Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales	Prymnesiales	151.0	0
0	KHMBKGOM_03432	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	275.0	0
0	KHMBKGOM_03433	class	Alveolata; Ciliophora; Colpodea; Colpodea_X	Colpodea_X	274.6	0
0	KHMBKGOM_03434	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	469.9	0
0	KHMBKGOM_03435	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	82.0	0
0	KHMBKGOM_03440	family	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae; Thalassiosira	Thalassiosira	176.0	0
0	KHMBKGOM_03446	class	Stramenopiles; Ochrophyta; Dictyochophyceae; Dictyochophyceae_X	Dictyochophyceae_X	167.9	0
0	KHMBKGOM_03449	class	Hacrobia; Haptophyta; Pavlovophyceae; Pavlovales	Pavlovales	61.2	0
0	KHMBKGOM_03453	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	143.7	0
0	KHMBKGOM_03455	class	Opisthokonta; Choanoflagellida; Choanoflagellatea; Acanthoecida	Acanthoecida	201.4	0
0	KHMBKGOM_03456	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	90.9	0
0	KHMBKGOM_03460	order	Archaeplastida; Chlorophyta; Picocystophyceae; Picocystales; Picocystaceae	Picocystaceae	62.8	0
0	KHMBKGOM_03461	order	Archaeplastida; Chlorophyta; Picocystophyceae; Picocystales; Picocystaceae	Picocystaceae	58.2	0
0	KHMBKGOM_03465	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	146.4	0
0	KHMBKGOM_03467	order	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X; Raphidophyceae_XX	Raphidophyceae_XX	401.0	0
0	KHMBKGOM_03469	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	178.7	0
0	KHMBKGOM_03470	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Polar-centric-Mediophyceae	Polar-centric-Mediophyceae	252.7	0
0	KHMBKGOM_03471	class	Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales	Mamiellales	134.0	0
0	KHMBKGOM_03474	order	Archaeplastida; Chlorophyta; Trebouxiophyceae; Prasiolales; Prasiolales_X	Prasiolales_X	359.8	0
0	KHMBKGOM_03475	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	81.3	0
0	KHMBKGOM_03477	class	Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X	Chrysophyceae_X	56.2	0
0	KHMBKGOM_03478	class	Alveolata; Ciliophora; Heterotrichea; Heterotrichea_X	Heterotrichea_X	127.1	0
0	KHMBKGOM_03481	class	Archaeplastida; Chlorophyta; Chlorophyceae; Chlamydomonadales	Chlamydomonadales	120.9	0
0	KHMBKGOM_03482	class	Amoebozoa; Lobosa; Discosea-Flabellinia; Vannellida	Vannellida	61.6	0
0	KHMBKGOM_03487	class	Archaeplastida; Chlorophyta; Palmophyllophyceae; Prasinococcales	Prasinococcales	387.9	0
0	KHMBKGOM_03488	order	Alveolata; Ciliophora; Ciliophora_X; Ciliophora_XX; Ciliophora_XXX	Ciliophora_XXX	469.2	0
0	KHMBKGOM_03490	class	Amoebozoa; Lobosa; Tubulinea; Arcellinida	Arcellinida	154.8	0
0	KHMBKGOM_03491	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	96.3	0
0	KHMBKGOM_03492	class	Alveolata; Ciliophora; Colpodea; Colpodea_X	Colpodea_X	157.5	0
0	KHMBKGOM_03493	supergroup	Archaeplastida	Archaeplastida	243.0	1
0	KHMBKGOM_03495	class	Archaeplastida; Chlorophyta; Chlorodendrophyceae; Chlorodendrales	Chlorodendrales	112.1	0
0	KHMBKGOM_03497	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	520.0	0
0	KHMBKGOM_03499	class	Opisthokonta; Choanoflagellida; Choanoflagellatea; Acanthoecida	Acanthoecida	85.5	0
0	KHMBKGOM_03500	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	255.0	0
0	KHMBKGOM_03505	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	261.2	0
0	KHMBKGOM_03506	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	141.4	0
0	KHMBKGOM_03508	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	166.4	0
0	KHMBKGOM_03512	class	Stramenopiles; Ochrophyta; Chrysophyceae; Chrysophyceae_X	Chrysophyceae_X	308.5	0
0	KHMBKGOM_03513	order	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X; Araphid-pennate	Araphid-pennate	60.1	0
0	KHMBKGOM_03516	class	Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyta_X	Bacillariophyta_X	309.3	0
0	KHMBKGOM_03518	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	112.1	0
0	KHMBKGOM_03519	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	98.6	0
0	KHMBKGOM_03520	division	Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	114.8	0
0	KHMBKGOM_03521	class	Archaeplastida; Chlorophyta; Chlorodendrophyceae; Chlorodendrales	Chlorodendrales	305.4	0
0	KHMBKGOM_03524	order	Stramenopiles; Ochrophyta; Raphidophyceae; Raphidophyceae_X; Raphidophyceae_XX	Raphidophyceae_XX	404.1	0
