	transcript_name	classification_level	full_classification	classification	max_pid	ambiguous	counts
0	KHMBKGOM_03281	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	373.6	0	
0	KHMBKGOM_03282	order	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae	Leuconostocaceae	80.9	0	
0	KHMBKGOM_03283	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	795.4	0	
0	KHMBKGOM_03284	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	133.7	1	
0	KHMBKGOM_03285	species	Eukaryota; Archaeplastida; Streptophyta; Solanaceae; Solanoideae; Hyoscyameae; Atropa belladonna	Atropa belladonna	388.3	0	
0	KHMBKGOM_03287	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	169.5	1	
0	KHMBKGOM_03288	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	Xanthomonas	426.0	1	
0	KHMBKGOM_03289	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	Xanthomonas	241.1	1	
0	KHMBKGOM_03290	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	474.6	0	
0	KHMBKGOM_03291	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	96.3	1	
0	KHMBKGOM_03293	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	852.8	0	
0	KHMBKGOM_03294	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	1220.7	0	
0	KHMBKGOM_03295	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	630.6	0	
0	KHMBKGOM_03296	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	521.2	0	
0	KHMBKGOM_03297	species	Eukaryota; Archaeplastida; Streptophyta; Embryophyceae; Embryophyceae_X; Embryophyceae_XX; Populus trichocarpa	Populus trichocarpa	189.9	0	
0	KHMBKGOM_03298	class	Bacteria; Firmicutes; Bacilli; Lactobacillales	Lactobacillales	85.1	0	
0	KHMBKGOM_03299	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	235.7	1	
0	KHMBKGOM_03300	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	374.0	1	
0	KHMBKGOM_03301	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	253.8	1	
0	KHMBKGOM_03302	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	Xanthomonas	107.1	1	
0	KHMBKGOM_03303	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	233.8	0	
0	KHMBKGOM_03304	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	431.4	0	
0	KHMBKGOM_03305	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	418.7	0	
0	KHMBKGOM_03306	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	211.1	0	
0	KHMBKGOM_03307	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	88.2	0	
0	KHMBKGOM_03308	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	172.2	0	
0	KHMBKGOM_03309	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus	Lactobacillus	119.0	1	
0	KHMBKGOM_03310	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	270.0	0	
0	KHMBKGOM_03311	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	814.7	0	
0	KHMBKGOM_03312	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	447.6	0	
0	KHMBKGOM_03313	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus	Lactobacillus	146.4	1	
0	KHMBKGOM_03314	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	82.4	0	
0	KHMBKGOM_03315	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	228.4	0	
0	KHMBKGOM_03316	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	145.6	0	
0	KHMBKGOM_03317	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	250.4	0	
0	KHMBKGOM_03319	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	590.9	1	
0	KHMBKGOM_03320	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	781.6	0	
0	KHMBKGOM_03321	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	1026.9	0	
0	KHMBKGOM_03322	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	68.6	1	
0	KHMBKGOM_03324	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	614.4	0	
0	KHMBKGOM_03325	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	454.9	0	
0	KHMBKGOM_03326	order	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae	Lactobacillaceae	245.4	0	
0	KHMBKGOM_03327	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	736.5	0	
0	KHMBKGOM_03328	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	735.3	0	
0	KHMBKGOM_03329	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	179.1	0	
0	KHMBKGOM_03330	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	219.5	0	
0	KHMBKGOM_03332	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	535.4	0	
0	KHMBKGOM_03333	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	298.5	0	
0	KHMBKGOM_03334	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	532.3	0	
0	KHMBKGOM_03335	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	550.1	0	
0	KHMBKGOM_03336	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	907.9	0	
0	KHMBKGOM_03337	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	273.1	0	
0	KHMBKGOM_03338	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas; Xanthomonas perforans 91-118	Xanthomonas perforans 91-118	88.6	0	
0	KHMBKGOM_03339	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc gelidum KCTC 3527	Leuconostoc gelidum KCTC 3527	364.4	0	
0	KHMBKGOM_03340	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc gelidum KCTC 3527	Leuconostoc gelidum KCTC 3527	621.7	0	
0	KHMBKGOM_03341	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	341.3	0	
0	KHMBKGOM_03342	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	468.0	0	
0	KHMBKGOM_03344	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc kimchii IMSNU 11154	Leuconostoc kimchii IMSNU 11154	108.6	0	
0	KHMBKGOM_03345	order	Eukaryota; Archaeplastida; Streptophyta; Embryophyceae; Embryophyceae_X	Embryophyceae_X	236.1	0	
0	KHMBKGOM_03346	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	886.7	0	
0	KHMBKGOM_03347	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	258.1	0	
0	KHMBKGOM_03348	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	167.5	0	
0	KHMBKGOM_03349	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	391.3	0	
0	KHMBKGOM_03350	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	Xanthomonas	364.4	1	
0	KHMBKGOM_03351	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	Xanthomonas	357.8	1	
0	KHMBKGOM_03353	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	458.8	0	
0	KHMBKGOM_03356	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	88.2	1	
0	KHMBKGOM_03358	species	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas; Xanthomonas campestris pv. raphani 756C	Xanthomonas campestris pv. raphani 756C	118.6	0	
0	KHMBKGOM_03359	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	314.3	0	
0	KHMBKGOM_03360	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	306.2	0	
0	KHMBKGOM_03361	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	375.2	0	
0	KHMBKGOM_03362	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	331.3	0	
0	KHMBKGOM_03363	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus curvatus CRL 705	Lactobacillus curvatus CRL 705	756.5	0	
0	KHMBKGOM_03364	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	831.2	1	
0	KHMBKGOM_03365	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	564.3	1	
0	KHMBKGOM_03366	species	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas; Xanthomonas campestris pv. campestris str. B100	Xanthomonas campestris pv. campestris str. B100	217.2	0	
0	KHMBKGOM_03369	class	Bacteria; Actinobacteria; Actinobacteria_X; Micrococcales	Micrococcales	83.2	0	
0	KHMBKGOM_03371	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc gasicomitatum LMG 18811	Leuconostoc gasicomitatum LMG 18811	358.6	0	
0	KHMBKGOM_03372	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus curvatus CRL 705	Lactobacillus curvatus CRL 705	268.9	0	
0	KHMBKGOM_03373	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus curvatus CRL 705	Lactobacillus curvatus CRL 705	121.7	0	
0	KHMBKGOM_03374	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus curvatus CRL 705	Lactobacillus curvatus CRL 705	345.1	0	
0	KHMBKGOM_03375	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus curvatus CRL 705	Lactobacillus curvatus CRL 705	132.1	0	
0	KHMBKGOM_03378	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	242.7	0	
0	KHMBKGOM_03379	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	328.9	0	
0	KHMBKGOM_03380	class	Eukaryota; Archaeplastida; Streptophyta; Embryophyceae	Embryophyceae	184.5	0	
0	KHMBKGOM_03381	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus acidipiscis	Lactobacillus acidipiscis	121.7	0	
0	KHMBKGOM_03382	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	411.0	1	
0	KHMBKGOM_03383	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	322.4	1	
0	KHMBKGOM_03387	order	Bacteria; Firmicutes; Bacilli; Lactobacillales	Lactobacillales	1183.3	1	
0	KHMBKGOM_03388	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc gelidum KCTC 3527	Leuconostoc gelidum KCTC 3527	220.3	0	
0	KHMBKGOM_03392	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	Xanthomonas	209.5	1	
0	KHMBKGOM_03393	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	341.3	0	
0	KHMBKGOM_03394	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	195.3	0	
0	KHMBKGOM_03395	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	775.8	0	
0	KHMBKGOM_03396	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	748.8	0	
0	KHMBKGOM_03397	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	264.6	1	
0	KHMBKGOM_03398	division	Bacteria; Firmicutes; Clostridia	Clostridia	87.4	0	
0	KHMBKGOM_03401	class	Bacteria; Firmicutes; Bacilli; Lactobacillales	Lactobacillales	212.6	0	
0	KHMBKGOM_03402	order	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae	Leuconostocaceae	104.4	0	
0	KHMBKGOM_03405	class	Bacteria; Firmicutes; Bacilli; Bacillales	Bacillales	57.4	0	
0	KHMBKGOM_03406	class	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae	Myoviridae	164.9	0	
0	KHMBKGOM_03407	order	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Spounavirinae	Spounavirinae	318.2	0	
0	KHMBKGOM_03409	class	Bacteria; Firmicutes; Bacilli; Bacillales	Bacillales	61.2	0	
0	KHMBKGOM_03410	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	165.2	1	
0	KHMBKGOM_03411	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	298.5	0	
0	KHMBKGOM_03412	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	99.8	0	
0	KHMBKGOM_03413	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus curvatus CRL 705	Lactobacillus curvatus CRL 705	91.7	0	
0	KHMBKGOM_03415	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	1434.5	0	
0	KHMBKGOM_03416	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc carnosum JB16	Leuconostoc carnosum JB16	315.8	0	
0	KHMBKGOM_03417	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	511.9	0	
0	KHMBKGOM_03418	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	370.9	1	
0	KHMBKGOM_03420	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc gelidum KCTC 3527	Leuconostoc gelidum KCTC 3527	558.9	0	
0	KHMBKGOM_03421	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	197.2	1	
0	KHMBKGOM_03422	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	969.9	0	
0	KHMBKGOM_03423	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	528.5	1	
0	KHMBKGOM_03424	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	1070.1	1	
0	KHMBKGOM_03425	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	361.7	1	
0	KHMBKGOM_03426	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	586.3	1	
0	KHMBKGOM_03427	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	1194.1	0	
0	KHMBKGOM_03428	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	304.7	0	
0	KHMBKGOM_03430	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	868.2	0	
0	KHMBKGOM_03431	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	565.5	0	
0	KHMBKGOM_03432	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	823.2	1	
0	KHMBKGOM_03433	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	949.5	0	
0	KHMBKGOM_03434	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	795.8	1	
0	KHMBKGOM_03435	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	348.2	0	
0	KHMBKGOM_03437	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	519.6	0	
0	KHMBKGOM_03438	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	271.6	0	
0	KHMBKGOM_03439	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum KM20	Leuconostoc citreum KM20	343.6	0	
0	KHMBKGOM_03440	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	Xanthomonas	329.3	1	
0	KHMBKGOM_03444	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	Xanthomonas	194.9	1	
0	KHMBKGOM_03446	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	476.9	0	
0	KHMBKGOM_03447	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	112.5	0	
0	KHMBKGOM_03448	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	Streptococcus	234.6	1	
0	KHMBKGOM_03449	family	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	Lactococcus	156.4	0	
0	KHMBKGOM_03450	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc mesenteroides subsp. mesenteroides J18	Leuconostoc mesenteroides subsp. mesenteroides J18	307.4	0	
0	KHMBKGOM_03451	genus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc	Leuconostoc	177.9	1	
0	KHMBKGOM_03452	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	353.6	0	
0	KHMBKGOM_03453	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	968.8	0	
0	KHMBKGOM_03454	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	288.1	0	
0	KHMBKGOM_03455	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	666.8	0	
0	KHMBKGOM_03456	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	Xanthomonas	251.1	1	
0	KHMBKGOM_03457	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus sakei subsp. sakei 23K	Lactobacillus sakei subsp. sakei 23K	677.9	0	
0	KHMBKGOM_03459	order	Eukaryota; Archaeplastida; Streptophyta; Embryophyceae; Embryophyceae_X	Embryophyceae_X	95.5	0	
0	KHMBKGOM_03460	family	Eukaryota; Archaeplastida; Streptophyta; Embryophyceae; Embryophyceae_X; Embryophyceae_XX	Embryophyceae_XX	129.0	0	
0	KHMBKGOM_03461	family	Eukaryota; Archaeplastida; Streptophyta; Embryophyceae; Embryophyceae_X; Embryophyceae_XX	Embryophyceae_XX	80.1	0	
0	KHMBKGOM_03464	species	Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella; Weissella koreensis KACC 15510	Weissella koreensis KACC 15510	1159.8	0	
